,Education,Marital_Status,Age_Group,Income_Class,Children,Wine_Preference,Fruit_Preference,Meat_Preference,Sweets_Preference,Purchase_Place
411,PhD,Married,70s,High,No Children,Wine,Fruits,Meat,No Sweets,Web
922,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1961,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
586,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
741,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1429,2n Cycle,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
615,PhD,Divorced,30s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Web
1405,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
818,Graduation,Single,80s,Medium,No Children,Wine,Fruits,Meat,No Sweets,Store
181,2n Cycle,Divorced,80s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
548,Graduation,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1537,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
2056,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
2194,PhD,Widow,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2114,Graduation,Single,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1065,Master,Single,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
1120,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
886,Graduation,Divorced,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
1729,Basic,Together,60s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1546,Graduation,Divorced,50s,High,Children,No Wine,Fruits,Meat,Sweets,Web
2168,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
679,Master,Together,50s,Medium,Children,No Wine,Fruits,Meat,Sweets,Store
488,Master,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2125,PhD,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
196,Master,Divorced,40s,Medium,Children,No Wine,Fruits,Meat,Sweets,Store
1128,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1577,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1350,2n Cycle,Together,60s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
1648,2n Cycle,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
521,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
628,PhD,Together,60s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
815,PhD,Widow,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
2085,Master,Married,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
174,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
399,PhD,Married,50s,High,Children,Wine,No Fruits,Meat,Sweets,Store
16,Graduation,Together,60s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
1708,Master,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1982,2n Cycle,Single,30s,High,Children,No Wine,Fruits,Meat,Sweets,Store
224,2n Cycle,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
602,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
1484,2n Cycle,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1125,Master,Divorced,20s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Web
1283,PhD,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
20,Graduation,Married,30s,Low,Children,No Wine,No Fruits,Meat,No Sweets,Web
54,PhD,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1000,Master,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
589,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1438,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
872,PhD,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1626,Basic,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2075,Master,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
709,PhD,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
85,PhD,Married,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
696,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1507,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
785,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1575,Basic,Together,20s,Low,Children,No Wine,No Fruits,No Meat,Sweets,Web
69,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
193,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2032,2n Cycle,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
518,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1035,Graduation,Together,20s,Medium,Children,No Wine,Fruits,Meat,Sweets,Web
1661,PhD,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
2210,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1444,Graduation,Together,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
1215,Master,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
2068,Basic,Together,40s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
619,2n Cycle,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
2178,Graduation,Single,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
1042,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1951,Graduation,Widow,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
496,Graduation,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
188,PhD,Single,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
1639,Master,Together,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
2158,PhD,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1420,2n Cycle,Together,20s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1781,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
1611,Graduation,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1442,PhD,Married,30s,Medium,No Children,Wine,Fruits,Meat,Sweets,Store
274,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
302,Graduation,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1222,Graduation,Married,40s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1570,Graduation,Married,40s,High,No Children,No Wine,Fruits,Meat,Sweets,Store
354,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1113,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
880,Basic,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1742,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1615,PhD,Married,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1243,2n Cycle,Married,50s,High,Children,Wine,Fruits,No Meat,No Sweets,Web
1158,2n Cycle,Married,30s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
38,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1066,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
900,Master,Married,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
49,Graduation,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
990,Graduation,Together,20s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
1817,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
2126,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
187,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1538,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
151,Graduation,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
233,Graduation,Married,50s,High,Children,Wine,No Fruits,Meat,Sweets,Web
1246,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1036,Graduation,Married,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
227,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
824,Graduation,Divorced,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
906,PhD,Single,50s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1859,Master,Widow,50s,Medium,No Children,No Wine,Fruits,Meat,Sweets,Web
1699,Graduation,Single,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1671,Graduation,Single,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1354,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
721,Graduation,Divorced,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1805,Master,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1352,Master,Single,50s,High,Children,Wine,No Fruits,Meat,Sweets,Web
529,PhD,Single,20s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
730,2n Cycle,Together,30s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Store
981,Graduation,Divorced,50s,High,Children,No Wine,No Fruits,No Meat,No Sweets,Store
175,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1433,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
993,Master,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1037,2n Cycle,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
765,Master,Single,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
202,Master,Together,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
860,2n Cycle,Single,30s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
57,Graduation,Single,50s,High,Children,Wine,No Fruits,Meat,Sweets,Store
630,Graduation,Single,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1139,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1783,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
2063,2n Cycle,Married,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1027,Graduation,Married,50s,High,Children,Wine,Fruits,No Meat,Sweets,Store
4,PhD,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
121,Master,Alone,50s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
699,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1264,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Web
185,Master,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
268,Master,Divorced,40s,High,Children,Wine,Fruits,Meat,No Sweets,Web
1057,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1140,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1848,Graduation,Widow,30s,High,Children,Wine,Fruits,Meat,No Sweets,Web
1342,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
754,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1344,PhD,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
315,PhD,Married,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2151,Graduation,Married,50s,High,Children,Wine,No Fruits,Meat,No Sweets,Web
120,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
596,Graduation,Married,40s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
2182,Graduation,Single,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
835,Graduation,Single,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1304,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1103,PhD,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
265,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1005,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1336,PhD,Divorced,40s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
657,PhD,Married,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
857,PhD,Together,20s,High,No Children,Wine,No Fruits,Meat,No Sweets,Web
935,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
859,Graduation,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1025,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1338,Graduation,Single,80s,High,No Children,Wine,No Fruits,Meat,Sweets,Web
1531,Graduation,Widow,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1306,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
159,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
571,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1888,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
305,Graduation,Single,20s,High,Children,No Wine,Fruits,Meat,No Sweets,Store
851,2n Cycle,Single,30s,Medium,Children,No Wine,Fruits,Meat,Sweets,Web
1726,Graduation,Together,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1118,Graduation,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1323,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1004,Graduation,Together,40s,Medium,No Children,Wine,No Fruits,Meat,No Sweets,Store
557,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
1974,Master,Married,40s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
1613,PhD,Together,60s,High,Children,Wine,Fruits,Meat,Sweets,Store
86,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1596,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
1019,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2055,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1960,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1560,PhD,Together,60s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
717,PhD,Divorced,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
35,2n Cycle,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1628,Master,Divorced,50s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1151,PhD,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1318,Graduation,Married,40s,Medium,Children,No Wine,Fruits,Meat,Sweets,Web
1161,Basic,Together,30s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
2020,Graduation,Single,60s,High,Children,Wine,Fruits,Meat,No Sweets,Store
2198,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
444,Master,Married,20s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
2120,Graduation,Married,50s,Low,No Children,No Wine,Fruits,No Meat,No Sweets,Store
122,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1013,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Web
1528,Master,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1704,PhD,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
430,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
762,Graduation,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1181,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
561,Master,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1084,2n Cycle,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
881,PhD,Divorced,60s,Medium,No Children,Wine,No Fruits,Meat,Sweets,Web
1543,Graduation,Married,20s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Store
443,2n Cycle,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1343,Graduation,Married,30s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Web
1697,Basic,Single,80s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
256,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1272,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1270,Master,Together,60s,Medium,No Children,Wine,Fruits,Meat,Sweets,Web
1673,Graduation,Single,60s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
179,Basic,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1864,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1691,Graduation,Married,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1060,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
111,Master,Together,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1785,Master,Together,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1271,Basic,Married,60s,Medium,No Children,No Wine,Fruits,Meat,Sweets,Store
1811,Master,Married,50s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1921,Master,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1074,PhD,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1768,Graduation,Single,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
434,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
166,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
471,Master,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1591,Master,Married,30s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
1383,Graduation,Married,50s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
1116,2n Cycle,Divorced,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
617,PhD,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1476,Graduation,Together,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1595,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1020,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
780,Graduation,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1635,Graduation,Widow,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
2143,Graduation,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
584,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
680,Basic,Together,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
309,PhD,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1624,PhD,Divorced,40s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1509,PhD,Widow,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
848,Master,Together,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1917,Graduation,Married,60s,High,Children,Wine,Fruits,Meat,Sweets,Store
2028,Graduation,Single,40s,Medium,Children,No Wine,No Fruits,Meat,Sweets,Web
230,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
155,Graduation,Divorced,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
424,Master,Widow,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
213,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
2091,Master,Married,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1776,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1024,Master,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
764,PhD,Together,50s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
448,Graduation,Widow,60s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
705,Graduation,Divorced,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
530,PhD,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
546,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1944,PhD,Widow,40s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1957,2n Cycle,Married,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Store
333,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1519,Graduation,Single,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
801,PhD,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1257,Graduation,Married,60s,Medium,No Children,Wine,Fruits,Meat,No Sweets,Web
255,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
558,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1679,2n Cycle,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
479,Graduation,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1321,Master,Married,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
258,Graduation,Together,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1002,Master,Married,60s,Medium,No Children,No Wine,Fruits,Meat,Sweets,Store
2049,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
739,Graduation,Widow,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1245,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
623,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1333,2n Cycle,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1571,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
594,Graduation,Divorced,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
199,Graduation,Together,50s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Store
1281,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
786,Graduation,Married,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
405,Graduation,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
580,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1256,2n Cycle,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
373,Master,Together,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Web
759,Graduation,Single,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1665,PhD,Married,50s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
114,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1650,PhD,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
985,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
1517,2n Cycle,Married,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
2044,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
956,Graduation,Together,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
1372,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1593,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
17,Master,Married,60s,High,Children,Wine,Fruits,Meat,Sweets,Web
711,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1391,Graduation,Married,60s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1048,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1942,PhD,Widow,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
343,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
293,Graduation,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
389,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
1034,PhD,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1612,2n Cycle,Together,30s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Web
877,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1680,PhD,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
210,Graduation,Married,40s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
1488,Master,Married,30s,High,No Children,Wine,No Fruits,Meat,No Sweets,Store
446,2n Cycle,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1044,PhD,Married,60s,Medium,No Children,Wine,No Fruits,No Meat,No Sweets,Web
1406,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1716,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1457,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1453,2n Cycle,Married,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1711,Master,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
2042,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1810,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1150,Graduation,Together,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1922,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
176,Graduation,Married,40s,High,Children,Wine,No Fruits,Meat,No Sweets,Store
380,PhD,Married,60s,Medium,No Children,Wine,No Fruits,Meat,No Sweets,Web
1609,PhD,Widow,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
2164,PhD,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
368,Graduation,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1220,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
358,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1520,PhD,Widow,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
76,2n Cycle,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
177,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1604,Graduation,Married,40s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
1071,Master,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
409,Master,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
